tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
TBA324047091447,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.67,3.682,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0104,0.0071,0.0033,0,0
TBA324080360003,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.26,0.573,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0029,0.0024,0.0005,0,0
TBA324059415033,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,21.99,48.48,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,0.8224,0.7785,0.044,0.04,2
9361289725253375874826,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324053187487,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.14,2.513,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0071,0.0048,0.0023,0,0
TBA323983829662,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.48,1.058,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.003,0.002,0.001,0,0
1LS729107587112,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
TBA323992663289,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.18,2.601,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0074,0.005,0.0024,0,0
22479405530109355203212061,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324048370601,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.762,10.498,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0297,0.0202,0.0095,0,0.1
TBA324091307578,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,14.298,31.522,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.1779,0.1493,0.0286,0.01,0.4
TBA3240V1Q07/78,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,5.173,11.404,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0584,0.0481,0.0103,0,0.1
TBA324086929324,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.75,3.858,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0109,0.0074,0.0035,0,0
9234690391681300225630,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324079109266,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.427,3.145,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0089,0.006,0.0029,0,0
TBA324035320605,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,5.65,12.456,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0353,0.024,0.0113,0,0.1
9361289725253382293559,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Standard Overnight,STANDARD_OVERNIGHT,0.45,0.992,FALSE,Carlisle,PA,US,Worcester,MA,US,506.21,314.55,air_shorthaul,0.82,0.1877,0.1868,0.0009,0.01,0.5
22479400108106245216304404,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505810422865241509752,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
55528671614275984860,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500114794165241985456,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.45,0.992,FALSE,LOUISVILLE,KY,US,WORCESTER,NY,US,1049.94,652.4,truck_average,0.127,0.0609,0.06,0.0009,0,0.2
9534613837875241309037,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323956344129,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,7.72,17.02,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0961,0.0806,0.0154,0,0.2
TBA324091747571,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.299,11.682,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0331,0.0225,0.0106,0,0.1
TBA324081573875,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.609,12.366,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0698,0.0586,0.0112,0,0.2
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,8.89,19.599,FALSE,Carlstadt,NJ,US,Worcester,MA,US,247.8,153.98,truck_average,0.127,0.2976,0.2798,0.0178,0.01,0.7
C12243903061587,ontrac,unsupported,No credentials configured for carrier: ontrac,,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.18,0.397,FALSE,Marlborough,MA,US,Worcester,MA,US,22.59,14.04,truck_average,0.127,0.0009,0.0005,0.0004,0,0
TBA324048246702,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.065,4.552,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0257,0.0216,0.0041,0,0.1
9235990342232501902581,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9241990318413735800049,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500110326515240505509,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZA81H450301529272,UPS,success,,UPS Ground,518,13.608,30,FALSE,CANTON,MI,US,WORCESTER,MA,US,1930.31,1199.44,truck_average,0.127,3.3632,3.3359,0.0272,0.16,8.3
ACI0160904102100000006100046398496,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324092767492,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.33,7.341,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0208,0.0141,0.0067,0,0.1
TBA324070211909,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.98,8.774,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0248,0.0169,0.008,0,0.1
TBA324077326673,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,15.435,34.029,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.1921,0.1612,0.0309,0.01,0.5
1LSCXLNA010880942,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
TBA324045439244,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.332,7.346,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0415,0.0348,0.0067,0,0.1
9488809000276106897301,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253413550293,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324059223711,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,16.6,36.597,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,0.6208,0.5876,0.0332,0.03,1.5
9488809000276106897264,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400150105501134656675,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500115624085241104093,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1LSCXM8005DBTBI,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx First Overnight,FIRST_OVERNIGHT,7.71,16.998,FALSE,ROBBINSVILLE,NJ,US,WORCESTER,MA,US,327.76,203.66,air_shorthaul,0.82,2.0876,2.0721,0.0154,0.1,5.2
1Z9854600328199853,UPS,success,,UPS Ground,518,11.34,25,FALSE,OAKLAND,CA,US,WORCESTER,MA,US,4272.91,2655.06,truck_average,0.127,6.1763,6.1537,0.0227,0.29,15.3
TBA324090224586,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.92,8.642,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0245,0.0166,0.0078,0,0.1
9622030200008166468500467768363987,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
92346903478422300067162714,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92346903478422300066362559,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400150105497025342621,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z470A4A0390436885,UPS,success,,UPS Ground,518,0.635,1.4,FALSE,CAMARILLO,CA,US,WORCESTER,MA,US,4175.39,2594.46,truck_average,0.127,0.338,0.3367,0.0013,0.02,0.8
1Z8649510358327742,UPS,success,,UPS Ground,518,7.167,15.8,FALSE,SANTA FE SPRINGS,CA,US,WORCESTER,MA,US,4109.02,2553.23,truck_average,0.127,3.7543,3.7399,0.0143,0.18,9.3
TBA324073998336,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.63,1.389,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0039,0.0027,0.0013,0,0
TBA324068720147,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.5,1.102,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0056,0.0046,0.001,0,0
TBA324092511195,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.041,2.294,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0065,0.0044,0.0021,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,2.27,5.004,FALSE,Madera,CA,US,WORCESTER,MA,US,4097.35,2545.97,truck_average,0.127,1.1858,1.1812,0.0045,0.06,2.9
1Z04X1381377056146,UPS,success,,UPS Next Day Air Saver®,556,2.722,6,FALSE,MANCHESTER,NH,US,WORCESTER,MA,US,86.27,53.6,truck_average,0.127,0.0353,0.0298,0.0054,0,0.1
TBA324083837054,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.03,6.68,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0377,0.0316,0.0061,0,0.1
9361289725253390662941,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324089730761,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.57,3.461,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0098,0.0067,0.0031,0,0
9488809000276106897219,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253460551717,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324088517371,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,2.724,6.006,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0182,0.0182,0,0,0
1ZK100A6YW17930428,UPS,success,,UPS Ground Saver®,613,1.361,3,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,0.6854,0.6827,0.0027,0.03,1.7
9361289725253387957548,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479200190381925310804142,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324080094218,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.053,11.14,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0571,0.047,0.0101,0,0.1
9361289725253386768978,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324089039106,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.08,4.586,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0235,0.0193,0.0042,0,0.1
1ZK100A6YW23387755,UPS,success,,UPS Ground Saver®,613,1.361,3,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,0.6854,0.6827,0.0027,0.03,1.7
CTN0194162936,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
CTN0194160318,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
CTN0194124530,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324027333091,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.99,15.41,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.079,0.065,0.014,0,0.2
TBA324022798469,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0158,0.013,0.0028,0,0
9400150206217252821304,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZR186240392733755,UPS,success,,UPS Ground,518,0.544,1.2,FALSE,MEMPHIS,TN,US,WORCESTER,MA,US,1768.14,1098.67,truck_average,0.127,0.1233,0.1222,0.0011,0.01,0.3
9200190355087924484938,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx International Priority DirectDistribution,INTERNATIONAL_PRIORITY_DISTRIBUTION,0.45,0.992,FALSE,NEW TAIPEI CITY,,TW,WORCESTER,MA,US,12427.36,7722,truck_average,0.127,0.7111,0.7102,0.0009,0.03,1.8
9200190386843501908965,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx First Overnight,FIRST_OVERNIGHT,3.63,8.003,FALSE,ROBBINSVILLE,NJ,US,WORCESTER,MA,US,327.76,203.66,air_shorthaul,0.82,0.9829,0.9756,0.0073,0.05,2.4
TBA323986924593,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.795,3.957,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0203,0.0167,0.0036,0,0.1
1LSCXON005DWA44,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
9488809000276106897240,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324082872623,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.98,4.365,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0246,0.0207,0.004,0,0.1
TBA323986376844,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0158,0.013,0.0028,0,0
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,3.22,7.099,FALSE,CALHOUN,GA,US,WORCESTER,MA,US,1646.27,1022.95,truck_average,0.127,0.6797,0.6732,0.0064,0.03,1.7
9361289725253475614629,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500115785425241506297,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500112509665240924680,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,0.23,0.507,FALSE,SAN JOSE,CA,US,WORCESTER,MA,US,4262.51,2648.6,air_shorthaul,0.82,0.8044,0.8039,0.0005,0.04,2
9361289725253327546634,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253376849069,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9300110966012827379552,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324091706620,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.21,0.463,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0024,0.002,0.0004,0,0
9361289725253369567949,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253385726078,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9300110966012827564088,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9534614181015241083789,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324024965243,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,25.19,55.534,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,last_mile,0.2,0.4273,0.4273,0,0.02,1.1
TBA324095137632,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.14,2.513,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0071,0.0048,0.0023,0,0
9339589725253368818884,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505513967465242445578,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324092086263,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.5,5.512,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0156,0.0106,0.005,0,0
TBA324077474266,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.36,7.408,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.021,0.0142,0.0067,0,0.1
TBA323997509621,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.33,0.728,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0021,0.0014,0.0007,0,0
Unknown,FedEx,success,,FedEx International Connect Plus,FEDEX_INTERNATIONAL_CONNECT_PLUS,0.91,2.006,FALSE,TSING YI,,HK,WORCESTER,MA,US,12825.65,7969.49,truck_average,0.127,1.4841,1.4823,0.0018,0.07,3.7
TBA324091784709,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.56,7.848,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0222,0.0151,0.0071,0,0.1
9400136106025279371420,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324093724704,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.8,14.991,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0846,0.071,0.0136,0,0.2
1Z2R495FYW03899559,UPS,success,,UPS Ground Saver®,613,0.862,1.9,FALSE,HOUSTON,TX,US,WORCESTER,MA,US,2523.81,1568.22,truck_average,0.127,0.278,0.2762,0.0017,0.01,0.7
TBA324085784232,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.6,10.141,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0287,0.0195,0.0092,0,0.1
9505511744865242961301,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324082794797,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.97,8.752,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0248,0.0168,0.0079,0,0.1
TBA324083044393,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.94,8.686,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0246,0.0167,0.0079,0,0.1
TBA324078547545,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.041,2.294,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0065,0.0044,0.0021,0,0
20250831176342421,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,14.06,30.997,FALSE,Macungie,PA,US,WORCESTER,MA,US,368.96,229.26,truck_average,0.127,0.6869,0.6588,0.0281,0.03,1.7
9449050105800001979636,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324091713767,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.54,3.395,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0096,0.0065,0.0031,0,0
TBA324040996814,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.311,2.89,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0082,0.0056,0.0026,0,0
TBA324075348841,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,11.69,25.772,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.1455,0.1221,0.0234,0.01,0.4
TBA324095043931,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.85,8.488,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.024,0.0163,0.0077,0,0.1
9361289725253373079414,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361269901700934999396,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324087073804,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,8.33,18.364,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.052,0.0353,0.0167,0,0.1
TBA324000782279,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.687,3.719,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0113,0.0113,0,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.5,1.102,FALSE,Richmond,CA,US,WORCESTER,MA,US,4273.42,2655.38,truck_average,0.127,0.2724,0.2714,0.001,0.01,0.7
TBA324074744342,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.35,2.976,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0168,0.0141,0.0027,0,0
9505515795575242577397,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,4.35,9.59,FALSE,HACKENSACK,NJ,US,WORCESTER,MA,US,241.25,149.91,truck_average,0.127,0.142,0.1333,0.0087,0.01,0.4
TBA324080704719,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,1.12,2.469,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0075,0.0075,0,0,0
TBA324010399747,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.11,4.652,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0132,0.0089,0.0042,0,0
1Z1041AVYT65214576,UPS,success,,UPS Ground Saver®,613,0.816,1.8,FALSE,PHOENIX,AZ,US,WORCESTER,MA,US,3639.83,2261.69,truck_average,0.127,0.3791,0.3774,0.0016,0.02,0.9
9488809000276106897271,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400136206444298786401,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290357448836582352,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324076373018,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,31.231,68.852,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.2086,0.2086,0,0.01,0.5
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.81,3.99,FALSE,College Park,GA,US,WORCESTER,MA,US,1462.89,909,truck_average,0.127,0.3399,0.3363,0.0036,0.02,0.8
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.81,3.99,FALSE,College Park,GA,US,WORCESTER,MA,US,1462.89,909,truck_average,0.127,0.3399,0.3363,0.0036,0.02,0.8
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.81,3.99,FALSE,College Park,GA,US,WORCESTER,MA,US,1462.89,909,truck_average,0.127,0.3399,0.3363,0.0036,0.02,0.8
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.81,3.99,FALSE,College Park,GA,US,WORCESTER,MA,US,1462.89,909,truck_average,0.127,0.3399,0.3363,0.0036,0.02,0.8
9488809000276106884691,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9488809000276106884707,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324043415112,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.55,5.621,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0159,0.0108,0.0051,0,0
TBA324077470808,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.29,0.639,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0033,0.0027,0.0006,0,0
TBA324045870754,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.04,6.702,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0343,0.0283,0.0061,0,0.1
SBWMYXGZLS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324081659524,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.18,0.397,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0011,0.0008,0.0004,0,0
TBA324079844241,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.748,3.853,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0109,0.0074,0.0035,0,0
TBA323847603491,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.38,7.452,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0211,0.0143,0.0068,0,0.1
9200190270334807307557,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253374769338,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9434650105795005565315,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324093923580,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,7.43,16.38,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0839,0.0691,0.0149,0,0.2
1LSCXLNA011062845,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
9261290278833915961045,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
